transaction_id,account_id,transaction_date,transaction_type,amount,balance_after,description,merchant_name,merchant_category,location,reference_number,is_fraudulent
T      2174,A00000836,2025-01-27 07:50:14.826824,Transfer,-2330.21,11906.36,Expert buy look.,,,Lake Andrea,REF585112,False
T      2175,A00000296,2024-10-11 00:05:20.829259,Deposit,831.14,20413.41,Garden guess myself everybody almost.,,,Bradleyland,REF161035,False
T      2176,A00000183,2025-07-29 22:35:44.323506,Interest,236.04,10370.72,Thank expect tell send.,,,East Lawrencemouth,REF356244,False
T      2177,A00000423,2025-06-09 07:39:30.893424,Deposit,4214.6,46486.91,Shoulder right student.,,,,REF828288,True
T      2178,A00000156,2025-07-01 03:03:20.648895,Fee,-1098.35,43785.5,Involve stand throw when against.,,,,REF746750,False
T      2179,A00000854,2025-03-11 04:38:20.684911,Deposit,3578.53,4575.95,Production join record medical product boy wish part.,,,East Paul,REF227378,False
T      2180,A00000368,2024-08-25 22:02:02.283621,Deposit,781.98,11101.8,Member PM eight.,,,Morenofort,REF279205,False
T      2181,A00000874,2024-11-21 03:57:07.832340,Transfer,-3726.09,9371.39,Response total employee.,,,,REF457003,False
T      2182,A00000950,2024-10-08 16:17:06.126281,Interest,2235.7,4065.48,Explain again event deep.,,,,REF960864,False
T      2183,A00000067,2024-11-10 02:09:02.384027,Deposit,1564.86,10127.05,Fly least authority.,,,Joshuaberg,REF830010,False
T      2184,A00000549,2024-08-22 18:42:03.400861,Payment,-815.53,49395.32,Fight consider radio play institution win.,Roberts PLC,Utilities,East Adamview,REF622493,False
T      2185,A00000022,2024-12-09 10:28:18.537640,Fee,-55.51,40621.99,Here quality pass politics bill question product.,,,Evanschester,REF486296,False
T      2186,A00000711,2025-02-17 07:34:55.148117,Transfer,1604.44,16605.78,Keep however forget cold.,,,Davidsonchester,REF405363,False
T      2187,A00000993,2025-07-20 13:14:37.518511,Interest,3708.56,13271.74,Call kid yeah politics physical walk fine black.,,,,REF122560,False
T      2188,A00000752,2024-10-04 21:46:44.248771,Interest,1928.6,4100.69,Night this than play business letter.,,,,REF488987,False
T      2189,A00000498,2024-12-17 11:31:39.082828,Withdrawal,-1631.06,19058.6,Simply popular look property his though require skill.,,,Norristown,REF933794,False
T      2190,A00000172,2025-07-07 00:39:09.808343,Withdrawal,-159.99,45772.82,Practice investment rest force pressure firm.,,,New Wanda,REF188692,False
T      2191,A00000969,2025-03-22 04:18:09.062213,Withdrawal,-833.57,44191.24,Defense science rich crime usually a civil bag.,,,New Erik,REF343501,False
T      2192,A00000326,2025-07-20 18:56:17.324940,Transfer,-2715.89,42146.06,Early listen ok model crime student deep top.,,,,REF605702,False
T      2193,A00000721,2025-05-16 02:31:47.236462,Interest,4951.91,28009.83,Recent arrive social power.,,,Medinaberg,REF821308,False
T      2194,A00000338,2024-10-27 18:41:26.367362,Withdrawal,-1713.89,27329.83,Structure medical imagine nice camera red air.,,,Lake David,REF268107,False
T      2195,A00000501,2025-07-10 09:17:05.458604,Deposit,4118.1,43619.16,Sort drug degree concern might point individual.,,,Annettefort,REF764593,False
T      2196,A00000717,2025-02-13 17:36:33.011009,Transfer,2873.34,19518.18,Data along sound skill within dream seem.,,,,REF321976,False
T      2197,A00000637,2024-12-22 14:16:26.534997,Interest,172.32,13141.65,Concern rate instead according accept represent fall.,,,,REF784840,False
T      2198,A00000724,2024-08-28 09:23:44.026750,Deposit,2136.2,16108.79,Experience generation street second agree cold Mrs simply.,,,,REF206809,False
T      2199,A00000421,2025-08-06 12:34:55.784693,Withdrawal,-1231.7,-288.68,Prepare everybody piece present herself reflect my.,,,East Carolchester,REF037605,False
T      2200,A00000746,2024-11-26 04:18:02.415592,Interest,3190.96,33732.51,Happy walk brother order military future.,,,Lindseyland,REF425807,False
T      2201,A00000333,2024-11-14 09:51:34.156426,Deposit,52.09,23999.54,Important consumer fall yeah shoulder.,,,,REF130295,False
T      2202,A00000265,2025-07-26 17:05:48.138545,Interest,3177.67,19131.36,Six change material receive really for.,,,Cooperhaven,REF517296,False
T      2203,A00000818,2025-01-08 10:10:37.677560,Withdrawal,-1990.17,28690.61,Reality dinner north beat despite take.,,,West Jasonhaven,REF238627,False
T      2204,A00000948,2025-04-23 04:49:28.978144,Fee,-1558.28,6538.55,Peace other ball by sell.,,,West Julie,REF278065,False
T      2205,A00000509,2025-06-26 21:16:24.347310,Payment,-1688.85,12411.1,Treat majority adult listen when.,Garcia LLC,Restaurant,New Amber,REF841111,False
T      2206,A00000371,2024-10-06 03:51:05.042403,Transfer,3888.06,46723.04,Moment stay high need.,,,West Amandafurt,REF470765,False
T      2207,A00000427,2024-08-31 18:39:19.433627,Transfer,8943.48,41791.95,View rich garden keep those reason central ready.,,,,REF763822,False
T      2208,A00000468,2025-04-11 16:18:32.350268,Fee,-1591.61,19963.46,Cut record team method throw guy pick.,,,North Tony,REF055526,False
T      2209,A00000680,2025-03-20 03:07:19.867317,Interest,44.3,25578.05,Community sign event for free join security.,,,New Davidbury,REF660252,False
T      2210,A00000564,2025-05-21 18:22:22.277290,Deposit,2936.31,23006.46,Message movie house everybody determine entire.,,,Port Robert,REF938844,False
T      2211,A00000063,2024-09-19 13:54:23.651493,Transfer,3792.19,45517.26,Film mission past note whose growth.,,,,REF614481,False
T      2212,A00000887,2024-10-27 10:41:22.029407,Payment,-1529.58,17096.63,Even quickly successful image former.,"Washington, Wright and Barber",Gas,,REF164378,False
T      2213,A00000100,2025-07-30 01:56:15.920559,Deposit,1171.85,29880.65,Mr close their red artist.,,,West Josephshire,REF866825,False
T      2214,A00000522,2025-07-20 15:00:38.817949,Payment,-1625.89,47901.02,Truth main may need.,Johnson-Thomas,Gas,Knappport,REF173489,False
T      2215,A00000167,2025-04-25 13:43:12.570611,Transfer,-4132.35,41392.64,Different writer place.,,,Youngville,REF148535,False
T      2216,A00000431,2025-06-21 11:57:55.381125,Fee,-1306.95,8183.72,Pick bring personal interesting begin model.,,,,REF567402,False
T      2217,A00000006,2025-01-08 06:35:14.887082,Payment,-1879.08,29383.8,Plan relationship top.,Lane-Dixon,Grocery,Olsonmouth,REF626396,False
T      2218,A00000638,2025-02-24 01:18:41.237763,Interest,4739.49,19605.44,Hand herself medical our responsibility fish main.,,,West Paul,REF230095,False
T      2219,A00000919,2024-11-19 08:35:17.480263,Fee,-1230.07,47148.89,Few movie speech right house analysis.,,,Port Sandra,REF342913,False
T      2220,A00000291,2025-05-09 21:18:10.690130,Fee,-680.79,14642.57,Quite picture everyone save for.,,,New Charles,REF227590,False
T      2221,A00000459,2024-10-20 17:04:25.258386,Deposit,4693.84,10061.65,Social kid who garden technology.,,,Andersonstad,REF408324,False
T      2222,A00000813,2025-07-14 03:58:20.433178,Fee,-190.07,36344.96,Bring necessary part could.,,,,REF050595,False
T      2223,A00000052,2025-02-17 14:22:03.535170,Deposit,1173.89,42673.35,Piece or bag character painting address throughout.,,,Shawnburgh,REF189661,False
T      2224,A00000505,2025-04-12 01:24:02.591140,Interest,213.52,5393.2,Answer local important agreement fast.,,,,REF612062,False
T      2225,A00000225,2025-02-03 10:57:51.123311,Interest,3980.39,9045.49,Take away finish wish network material five.,,,,REF689241,False
T      2226,A00000251,2025-08-02 14:13:48.326178,Interest,2443.95,28773.75,World better western.,,,West Jamesstad,REF031973,False
T      2227,A00000214,2025-03-16 22:48:22.627565,Payment,-1800.06,37375.69,Interest listen walk forward none among.,"Barnett, Glover and Lawson",Restaurant,Kimberlyport,REF322261,False
T      2228,A00000924,2024-09-27 16:10:57.398211,Interest,4696.76,48747.97,Letter citizen clear.,,,Jonesfurt,REF550986,False
T      2229,A00000385,2025-08-07 15:07:05.884894,Fee,-1306.25,29374.92,Kitchen appear less start also.,,,,REF755498,False
T      2230,A00000691,2024-10-16 04:24:36.260925,Deposit,4856.53,39239.97,Year Congress speech evidence.,,,,REF186322,False
T      2231,A00000429,2025-02-14 22:21:46.006760,Transfer,-7919.02,25022.69,Learn also grow benefit whether.,,,Tonyashire,REF091057,False
T      2232,A00000973,2025-07-07 09:09:41.433757,Transfer,2154.3,34722.38,Institution quickly film story ready.,,,,REF277053,False
T      2233,A00000303,2025-05-26 02:48:10.858456,Deposit,3758.47,23175.77,Become safe ever your teacher cell.,,,South Brittanymouth,REF878644,False
T      2234,A00000103,2025-07-03 13:24:06.732856,Transfer,-5137.13,27234.05,Store recognize image particular.,,,,REF619647,False
T      2235,A00000468,2025-01-27 03:32:43.493554,Withdrawal,-681.35,19963.46,Treatment data grow girl indicate.,,,,REF094083,False
T      2236,A00000253,2024-12-23 08:19:03.375509,Fee,-499.19,25463.68,Measure American different fine subject executive bag.,,,Campbellburgh,REF565705,False
T      2237,A00000152,2025-07-06 00:42:33.510288,Interest,784.08,4475.06,Lot idea candidate apply ahead arm.,,,,REF674098,False
T      2238,A00000486,2024-08-25 12:34:51.580874,Payment,-240.85,2758.64,Per exist clearly today factor hand American six.,Young-Mann,Restaurant,,REF794725,False
T      2239,A00000503,2024-09-10 12:01:49.435423,Withdrawal,-229.73,6356.31,Person up increase artist.,,,New Darlene,REF970813,False
T      2240,A00000161,2025-05-20 05:26:00.021880,Deposit,529.93,42214.58,White factor shoulder until.,,,Candicemouth,REF621832,False
T      2241,A00000812,2025-01-12 09:29:41.287769,Fee,-1844.14,24955.14,Respond road every history agreement.,,,Port Russellton,REF008329,False
T      2242,A00000616,2024-10-02 15:51:25.440177,Withdrawal,-842.56,33867.58,Girl want common capital meet need by blood.,,,New Calvinmouth,REF537842,False
T      2243,A00000482,2025-06-15 22:01:39.766151,Withdrawal,-1731.5,20387.96,Hospital first north environment.,,,Burnstown,REF987419,False
T      2244,A00000239,2024-10-27 06:16:26.659464,Deposit,127.37,10509.69,War put customer discussion structure knowledge prevent.,,,South Perry,REF742000,False
T      2245,A00000552,2025-06-10 19:33:10.530341,Payment,-1540.91,22755.08,Civil too form certainly see smile attorney.,Rich-Cox,Healthcare,,REF638273,False
T      2246,A00000341,2025-03-06 08:06:38.471773,Fee,-593.4,40299.82,Shoulder trade house trade hot sit compare.,,,Lake Billy,REF867752,True
T      2247,A00000816,2025-01-26 14:55:09.849742,Payment,-1736.65,6605.37,Baby light increase total hit modern.,Roberts LLC,Retail,,REF855594,False
T      2248,A00000256,2025-04-19 19:52:12.146577,Payment,-1897.08,28390.59,Would guess report manage behavior soldier.,"Mejia, Peterson and Kelley",Retail,Alexanderfurt,REF924665,False
T      2249,A00000160,2025-04-18 10:36:46.142871,Withdrawal,-737.47,14377.64,Likely strong me size usually.,,,Jameshaven,REF437344,False
T      2250,A00000070,2024-08-23 18:44:27.231891,Payment,-61.96,1022.97,From hundred wall agreement too money become.,Bolton Group,Gas,Evansstad,REF784218,False
T      2251,A00000634,2024-10-02 10:25:00.345618,Deposit,1506.54,30878.29,Apply administration system.,,,Toddside,REF441461,False
T      2252,A00000946,2024-10-02 06:00:39.140575,Deposit,1565.17,11067.96,Wear same have suggest find.,,,,REF868337,False
T      2253,A00000142,2025-06-19 09:46:14.250569,Payment,-1430.51,1275.16,Majority organization career.,Hogan Inc,Grocery,Leeberg,REF135416,False
T      2254,A00000188,2025-03-06 11:50:56.256336,Withdrawal,-731.1,49643.24,Race war night modern character.,,,Lake Jonview,REF462534,False
T      2255,A00000512,2025-03-10 06:16:32.469946,Deposit,4504.71,24524.81,Key economic exactly happen station.,,,Duranfort,REF140051,False
T      2256,A00000482,2025-07-06 23:06:38.287540,Transfer,2784.53,20387.96,Cost test firm society seven.,,,Williamsonbury,REF158809,False
T      2257,A00000168,2025-04-02 07:10:39.647584,Fee,-1650.3,18504.61,Congress kid yes third service exist.,,,,REF359897,False
T      2258,A00000194,2024-09-24 07:29:27.317937,Withdrawal,-1276.97,2817.71,These grow cost significant economy force order.,,,,REF396681,False
T      2259,A00000534,2024-10-03 05:58:12.309039,Deposit,3790.96,12628.98,Five read meet term hundred after magazine.,,,,REF736109,False
T      2260,A00000928,2025-01-06 10:23:59.681289,Interest,2175.8,15415.44,Phone song region think lose wear bad.,,,,REF082795,False
T      2261,A00000714,2025-01-16 14:41:28.444426,Deposit,4487.48,43800.27,My leg doctor scene.,,,,REF050234,False
T      2262,A00000029,2025-05-23 01:33:41.446787,Interest,2902.1,8792.02,Save painting subject bag.,,,West Julian,REF138002,False
T      2263,A00000434,2025-03-20 07:05:34.547168,Fee,-1469.61,27292.31,Economy to without body share floor simple.,,,Duncanside,REF398395,False
T      2264,A00000078,2024-09-13 21:22:36.003870,Transfer,-6955.87,48046.25,Move here investment send easy.,,,Thomasstad,REF253144,False
T      2265,A00000478,2024-09-06 07:38:16.430241,Transfer,2626.94,10588.97,Card international always kitchen according.,,,Wolfemouth,REF442844,False
T      2266,A00000704,2025-06-21 11:17:51.012221,Withdrawal,-1286.45,27799.7,She back behind very example about.,,,,REF315487,False
T      2267,A00000131,2025-05-03 20:46:51.677360,Withdrawal,-1426.79,20438.95,Painting number amount hotel special fire term way.,,,East Tina,REF719985,False
T      2268,A00000191,2025-07-02 01:12:41.033560,Withdrawal,-315.3,48591.25,Program degree design actually natural maintain beyond.,,,South Donaldborough,REF443204,False
T      2269,A00000798,2024-12-18 06:46:46.599543,Interest,3169.78,25698.43,Research while threat response traditional.,,,Williamsland,REF525950,False
T      2270,A00000980,2025-05-18 19:26:09.735264,Withdrawal,-1009.81,33136.26,Performance hear change writer claim ground daughter.,,,,REF791026,False
T      2271,A00000435,2025-01-14 06:43:23.840593,Interest,1407.26,7807.66,Show drug meeting natural hotel among try.,,,Bellville,REF724160,False
T      2272,A00000728,2024-11-17 22:01:28.774548,Withdrawal,-306.75,4772.84,Federal audience it alone range soldier environmental.,,,Port Charlesmouth,REF005569,False
T      2273,A00000487,2024-11-11 17:07:52.255285,Interest,1486.89,18092.97,Yourself art ball head thank much pay.,,,Angelaburgh,REF421736,False
T      2274,A00000777,2025-02-06 14:30:25.077884,Payment,-130.94,9267.43,Both threat away hour.,Jones Ltd,Restaurant,North Charles,REF493786,False
T      2275,A00000353,2025-04-11 11:03:49.466900,Deposit,1440.49,24739.4,Student note generation eat.,,,,REF524797,False
T      2276,A00000415,2024-10-30 18:48:31.231926,Withdrawal,-782.62,27035.31,Main owner and concern rise international allow.,,,Mccarthybury,REF874940,False
T      2277,A00000973,2024-11-09 13:00:43.170866,Transfer,-8938.31,34722.38,Wall cause we standard stop.,,,Jonesstad,REF086752,False
T      2278,A00000586,2024-12-14 00:07:27.892484,Fee,-200.88,35106.33,Computer college thing.,,,,REF019072,False
T      2279,A00000580,2024-10-25 19:49:47.700952,Deposit,1106.46,49337.2,Anything analysis TV entire recently leg.,,,Danielburgh,REF573923,False
T      2280,A00000956,2025-05-10 19:24:43.519970,Transfer,-2771.38,25333.92,Impact power reason really kind about.,,,,REF436557,False
T      2281,A00000343,2024-11-11 10:48:05.013389,Withdrawal,-1409.96,20140.57,Claim author weight somebody can shoulder country easy.,,,,REF132862,False
T      2282,A00000127,2025-04-02 12:21:05.305170,Deposit,1123.31,32721.88,Argue consider myself receive.,,,Liuville,REF446954,False
T      2283,A00000213,2025-01-05 08:18:11.159168,Withdrawal,-1474.33,7838.52,Mission deal final down.,,,,REF222068,False
T      2284,A00000108,2025-02-24 21:03:46.249729,Payment,-206.89,9290.69,Just such current worker.,"Johnson, Abbott and Garcia",Utilities,,REF638276,False
T      2285,A00000366,2025-08-03 19:04:45.526765,Deposit,3801.13,34155.14,Perform nice protect water result rock.,,,North Daveside,REF829345,False
T      2286,A00000696,2025-06-09 19:10:54.134399,Deposit,3200.43,44809.6,Drop whole truth.,,,North Brittany,REF200149,False
T      2287,A00000616,2024-09-13 20:16:52.924179,Fee,-1273.8,33867.58,Certainly can economic continue single ask fact.,,,Swansonberg,REF294477,False
T      2288,A00000147,2025-02-27 01:31:19.875588,Payment,-655.07,27121.41,Various beautiful reflect imagine station hot play.,Young-Cook,Gas,Johnburgh,REF490848,False
T      2289,A00000057,2024-11-15 02:24:50.350621,Payment,-570.45,41394.66,Time before anyone billion consider reflect only guy.,"Howard, Higgins and Howard",Healthcare,West Brandon,REF672716,False
T      2290,A00000552,2024-08-31 12:36:00.873499,Payment,-155.67,22755.08,Beautiful walk agency campaign.,Davis PLC,Grocery,Laurastad,REF509425,False
